gene	SYMBOL	profile	cell	time	category	near	MR_OR	MR_p	PP_H4	PP_H3	ratio	b_SMR	p_SMR	p_HEIDI	nsnp_HEIDI
ENSG00000135968	GCC2	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.909954169618657	0.0026614115377621	0.425744731775459	0.0881977326137965	0.828389870997318	-0.0943167	4.394369e-03	5.129751e-02	20
ENSG00000244459		CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.937226487605973	0.00609654200859334	0.272861750066807	0.0145460607050666	0.949388777340459	-0.0648303	1.224376e-02	6.181184e-01	7
ENSG00000168824	NSG1	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.07611180709241	0.0183481920573154	0.0624133722540175	0.0189955202203268	0.766665291186547	0.0733544	2.892335e-02	4.181002e-01	12
ENSG00000005059	MCUB	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.901610382546684	0.0127031444459634	0.103861632463626	0.0250721837424035	0.805542219410155	-0.103792	2.013949e-02	2.333052e-01	20
ENSG00000170542	SERPINB9	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.923992416479815	0.00654603698033362	0.216991512032302	0.0564471457271929	0.793565598259916	-0.0795155	1.378270e-02	2.932220e-01	9
ENSG00000124570	SERPINB6	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.963765555121619	0.0370518767212614	0.217397423051582	0.0518798192099483	0.807336785038964	-0.0490497	1.008043e-02	2.544510e-01	3
ENSG00000179344	HLA-DQB1	CD4_Naive_uns_0h	Naive	0h	黑色素瘤已知位点	HLA-DQB2	0.934731535714903	0.00790918039197948	0.150139706090929	0.175685780478621	0.460797918762196	-0.0674959	1.534917e-02	1.045680e-01	17
ENSG00000080546	SESN1	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.952803448602336	0.0428186789124262	0.039269168805234	0.0237086570138961	0.623539607702773	-0.0484479	5.113227e-02	4.945829e-01	8
ENSG00000158525	CPA5	CD4_Naive_uns_0h	Naive	0h	黑色素瘤已知位点	MKLN1	0.94977075638471	0.00682865244197134	0.300002781365081	0.0184935552419879	0.941934794481471	-0.0512127	1.034615e-02	5.934958e-01	11
ENSG00000079459	FDFT1	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.04434152691846	0.040185786593654	0.0883878721632042	0.0907707110745068	0.493349916961162	0.0433866	4.487900e-02	5.016782e-01	20
ENSG00000104219	ZDHHC2	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.05142196875883	0.0328564035874859	0.0809163543501595	0.0272216214670006	0.748269548590155	0.0501435	4.066056e-02	9.024935e-01	20
ENSG00000148290	SURF1	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.0518769128134	0.0484815755814386	0.0608828566668188	0.0198240378162347	0.754369958809439	0.0505969	5.849250e-02	7.993338e-01	20
ENSG00000149084	HSD17B12	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.615084672315126	0.0470136364177991	0.0199901662453966	0.013585078464072	0.595384081884566	0.0162932	4.919029e-01	4.437810e-01	13
ENSG00000197345	MRPL21	CD4_Naive_uns_0h	Naive	0h	色素/发色通路	RP11-554A11.7	0.942445510765427	0.000887614538322493	0.00153181701580175	0.997392998379566	0.00153346577459433	-0.0592752	2.343471e-03	2.453788e-01	20
ENSG00000111671	SPSB2	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.943773934283731	0.0251440873600563	0.200128253092866	0.0304027830944203	0.868118481583883	-0.0657508	1.875168e-02	5.228213e-01	13
ENSG00000257495	KRT73-AS1	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.947547548858198	0.0336115605157166	0.0209870556818108	0.0334055411961725	0.385843973011441	-0.0538782	4.688666e-02	9.432522e-02	13
ENSG00000102189	EEA1	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.937980178020214	0.0327906487632302	0.0538677392431837	0.0263095432283903	0.671857882714869	-0.0532744	8.359975e-02	6.500813e-01	19
ENSG00000083642	PDS5B	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.07574429078621	0.0150242932281545	0.191045305242324	0.0592536708723834	0.763268424856726	0.0751016	2.094097e-02	3.669543e-01	12
ENSG00000152749	GPR180	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.920075506917274	0.0114965477185384	0.142576957813672	0.0385213474564364	0.787290403413872	-0.0827109	2.263391e-02	7.146281e-01	15
ENSG00000165410	CFL2	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.935987940347631	0.0164302679606028	0.125446572792815	0.0467101170598933	0.728676724094446	-0.0671547	2.597067e-02	2.649222e-02	15
ENSG00000100612	DHRS7	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.10417672979889	0.0100079996281516	0.255095911136106	0.217803281988075	0.539429787246684	0.0951681	2.489231e-02	3.781129e-01	6
ENSG00000260349		CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.08158316635773	0.00329389773530241	0.355689004362582	0.0313726068587258	0.918946736257996	0.0648523	2.199029e-02	8.220995e-01	7
ENSG00000176476	SGF29	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.947624724326389	0.0256008620187093	0.138291751823779	0.0571949431021171	0.707422834460432	-0.0591174	2.170528e-02	3.341619e-01	20
ENSG00000178952	TUFM	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.03975134821828	0.0356371383409963	0.037088023806836	0.474370856856096	0.0725141848329313	0.0385251	4.223784e-02	1.025371e-03	20
ENSG00000198417	MT1F	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.05475739256522	0.0199773266812862	0.0859908379520916	0.217423429800616	0.283410660246791	0.053283	2.756207e-02	3.156156e-01	20
ENSG00000170291	ELP5	CD4_Naive_uns_0h	Naive	0h	痣数目通路	TP53	0.93753182114421	0.0054192602187184	0.381734746153968	0.0255189929358651	0.93733883697938	-0.0645046	9.884317e-03	4.108782e-01	8
ENSG00000263715	CRHR1	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.877658052536927	0.00049977902621971	0.295980151163815	0.646360532596908	0.314090388183824	-0.130631	2.659453e-03	2.129281e-01	3
ENSG00000178852	EFCAB13	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.10015181302441	0.031497730568941	0.181358649611795	0.0441710044781716	0.804145469666036	0.0997341	3.335708e-02	7.358744e-01	13
ENSG00000069188	SDK2	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.958964275899261	0.0492685137943532	0.0324537769388681	0.0101004607928148	0.762645007143561	-0.0419015	6.152142e-02	NA	NA
ENSG00000141560	FN3KRP	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.967069453793871	0.0370493329472308	0.0704013610279294	0.0448779832032836	0.610702303152654	-0.0321945	4.880874e-02	4.953009e-01	20
ENSG00000268030		CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.93081071159554	0.0314336670294636	0.0850845742054353	0.0181661251755576	0.824058090797768	-0.0647408	6.658039e-02	6.606798e-01	19
ENSG00000100100	PIK3IP1	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.923590541682439	0.0178914900281395	0.147923749593665	0.0298665879800961	0.832012310749424	-0.0800306	2.577050e-02	8.587827e-01	18
ENSG00000025708	TYMP	CD4_Naive_uns_0h	Naive	0h	色素/发色通路	PLXNB2	1.05591268318008	0.0394998404904161	0.068036178628508	0.0248336896067758	0.732596911370002	0.0544055	5.318085e-02	3.931459e-01	7
ENSG00000100299	ARSA	CD4_Naive_uns_0h	Naive	0h	色素/发色通路	PLXNB2	0.93215300081575	0.0204250303875459	0.0636455444172914	0.0198750560615224	0.762034085631796	-0.0350349	3.188338e-01	3.207662e-02	4
