phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
H7_EYELIDNAS	Other specified and unspecified  disorders of eyelid	VII Diseases of the eye and adnexa (H7_)	502	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_EYELIDNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_EYELIDNAS.gz
H7_EYEOTH	Other disorders of eye and adnexa	VII Diseases of the eye and adnexa (H7_)	6106	494080	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_EYEOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_EYEOTH.gz
H7_EYEPOSTOP	Postprocedural disorders of eye and adnexa, not elsewhere classified	VII Diseases of the eye and adnexa (H7_)	99	500087	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_EYEPOSTOP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_EYEPOSTOP.gz
H7_GLAUCCLOSEPRIM	Primary angle-closure glaucoma	VII Diseases of the eye and adnexa (H7_)	1662	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCCLOSEPRIM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCCLOSEPRIM.gz
H7_GLAUCNAS	Other and unspecified glaucoma	VII Diseases of the eye and adnexa (H7_)	2746	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCNAS.gz
H7_GLAUCOMA	Glaucoma	VII Diseases of the eye and adnexa (H7_)	28441	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA.gz
H7_GLAUCOMAMEDICATION	Use of antiglaucoma preparations and miotics	VII Diseases of the eye and adnexa (H7_)	3267	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMAMEDICATION.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMAMEDICATION.gz
H7_GLAUCOMA_JOAG	Juvenile Open Angle Glaucoma	VII Diseases of the eye and adnexa (H7_)	211	499975	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA_JOAG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA_JOAG.gz
H7_GLAUCOMA_NTG	Normotensive glaucoma	VII Diseases of the eye and adnexa (H7_)	3239	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA_NTG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA_NTG.gz
H7_GLAUCOMA_POAG	Primary open-angle glaucoma, strict	VII Diseases of the eye and adnexa (H7_)	11637	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA_POAG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA_POAG.gz
H7_GLAUCOMA_XFG	Glaucoma, exfoliation	VII Diseases of the eye and adnexa (H7_)	4528	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA_XFG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCOMA_XFG.gz
H7_GLAUCSECDRUG	Glaucoma secondary to drugs	VII Diseases of the eye and adnexa (H7_)	113	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCSECDRUG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCSECDRUG.gz
H7_GLAUCSECINFLAM	Glaucoma secondary to eye inflammation	VII Diseases of the eye and adnexa (H7_)	312	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCSECINFLAM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCSECINFLAM.gz
H7_GLAUCSECTRAUMA	Glaucoma secondary to eye trauma	VII Diseases of the eye and adnexa (H7_)	227	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCSECTRAUMA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCSECTRAUMA.gz
H7_GLAUCSUSP	Glaucoma suspect	VII Diseases of the eye and adnexa (H7_)	16604	471745	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCSUSP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLAUCSUSP.gz
H7_GLOBE	Disorders of globe	VII Diseases of the eye and adnexa (H7_)	956	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLOBE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLOBE.gz
H7_GLOBEDEGENERATED	Degenerative conditions of globe	VII Diseases of the eye and adnexa (H7_)	200	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLOBEDEGENERATED.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLOBEDEGENERATED.gz
H7_GLOBENAS	Other and unspecified disorders of globe	VII Diseases of the eye and adnexa (H7_)	70	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_GLOBENAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_GLOBENAS.gz
H7_HEREDRETINADYST	Hereditary retinal dystrophy	VII Diseases of the eye and adnexa (H7_)	530	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_HEREDRETINADYST.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_HEREDRETINADYST.gz
H7_HERPESKERATITIS	Herpesviral keratitis and keratoconjunctivitis	VII Diseases of the eye and adnexa (H7_)	1663	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_HERPESKERATITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_HERPESKERATITIS.gz
H7_HETEROPHORIA	Heterophoria	VII Diseases of the eye and adnexa (H7_)	3359	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_HETEROPHORIA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_HETEROPHORIA.gz
H7_HETEROTRONAS	Other and unspecified heterotropia	VII Diseases of the eye and adnexa (H7_)	101	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_HETEROTRONAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_HETEROTRONAS.gz
H7_HORDEOLUM	Hordeolum and other deep inflammation of eyelid	VII Diseases of the eye and adnexa (H7_)	2325	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_HORDEOLUM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_HORDEOLUM.gz
H7_HYPERMETRO	Hypermetropia	VII Diseases of the eye and adnexa (H7_)	2839	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_HYPERMETRO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_HYPERMETRO.gz
H7_INTERHETEROTRO	Intermittent heterotropia	VII Diseases of the eye and adnexa (H7_)	2433	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_INTERHETEROTRO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_INTERHETEROTRO.gz
H7_INTERNUCOPHTHALMOPLEGIA	Internuclear ophthalmoplegia	VII Diseases of the eye and adnexa (H7_)	128	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_INTERNUCOPHTHALMOPLEGIA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_INTERNUCOPHTHALMOPLEGIA.gz
H7_IRIDOACUTE	Acute and subacute iridocyclitis	VII Diseases of the eye and adnexa (H7_)	8641	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOACUTE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOACUTE.gz
H7_IRIDOCHRONIC	Chronic iridocyclitis	VII Diseases of the eye and adnexa (H7_)	1937	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOCHRONIC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOCHRONIC.gz
H7_IRIDOCYCLITIS	Iridocyclitis	VII Diseases of the eye and adnexa (H7_)	10412	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOCYCLITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOCYCLITIS.gz
H7_IRIDOCYCLITISINOTH	Iridocyclitis in diseases classified elsewhere	VII Diseases of the eye and adnexa (H7_)	691	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOCYCLITISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOCYCLITISINOTH.gz
H7_IRIDOCYC_ANTER	Anterior Iridocyclitis	VII Diseases of the eye and adnexa (H7_)	9133	491053	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOCYC_ANTER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOCYC_ANTER.gz
H7_IRIDOLENS	Lens-induced iridocyclitis	VII Diseases of the eye and adnexa (H7_)	59	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOLENS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDOLENS.gz
H7_IRIDONAS	Other and unspecified iridocyclitis	VII Diseases of the eye and adnexa (H7_)	1742	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDONAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_IRIDONAS.gz
H7_IRISCILIARYNAS	Other specified and unspecified disorders of iris and ciliary body	VII Diseases of the eye and adnexa (H7_)	139	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_IRISCILIARYNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_IRISCILIARYNAS.gz
H7_JUVENILE_CATARACT	Juvenile cataract	VII Diseases of the eye and adnexa (H7_)	145	500041	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_JUVENILE_CATARACT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_JUVENILE_CATARACT.gz
H7_KERATITIS	Keratitis	VII Diseases of the eye and adnexa (H7_)	17756	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_KERATITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_KERATITIS.gz
H7_KERATITISINOTH	Keratitis and keratoconjunctivitis in other diseases classified elsewhere	VII Diseases of the eye and adnexa (H7_)	1366	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_KERATITISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_KERATITISINOTH.gz
H7_KERATITISOTH	Other keratitis	VII Diseases of the eye and adnexa (H7_)	4907	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_KERATITISOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_KERATITISOTH.gz
H7_KERATOCONUS	Hereditary corneal dystrophies	VII Diseases of the eye and adnexa (H7_)	1196	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_KERATOCONUS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_KERATOCONUS.gz
H7_LACRIMALSYSTEM	Disorders of lacrimal system	VII Diseases of the eye and adnexa (H7_)	20927	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_LACRIMALSYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_LACRIMALSYSTEM.gz
H7_LACRIMINFLAMACU	Inflammation of lacrimal passages (acute and unspecified)	VII Diseases of the eye and adnexa (H7_)	659	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_LACRIMINFLAMACU.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_LACRIMINFLAMACU.gz
H7_LACRIMINFLAMCHRON	Inflammation of lacrimal passages (chronic)	VII Diseases of the eye and adnexa (H7_)	581	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_LACRIMINFLAMCHRON.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_LACRIMINFLAMCHRON.gz
H7_LACRINAS	Other and unspecified disorders of lacrimal system	VII Diseases of the eye and adnexa (H7_)	69	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_LACRINAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_LACRINAS.gz
H7_LAGOPHTALMOS	Lagophthalmos	VII Diseases of the eye and adnexa (H7_)	443	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_LAGOPHTALMOS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_LAGOPHTALMOS.gz
H7_LENSDISLOCATIO	Dislocation of lens	VII Diseases of the eye and adnexa (H7_)	589	401174	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_LENSDISLOCATIO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_LENSDISLOCATIO.gz
H7_LIDLACRIMALORBIT	Disorders of eyelid, lacrimal system and orbit	VII Diseases of the eye and adnexa (H7_)	49962	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_LIDLACRIMALORBIT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_LIDLACRIMALORBIT.gz
H7_MACULADEGEN	Degeneration of macula and posterior pole	VII Diseases of the eye and adnexa (H7_)	23850	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_MACULADEGEN.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_MACULADEGEN.gz
H7_MILDVISIMPBINOC	Mild or no visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	172	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_MILDVISIMPBINOC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_MILDVISIMPBINOC.gz
H7_MODVISIMPBINOC	Moderate visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	1169	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_MODVISIMPBINOC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_MODVISIMPBINOC.gz
H7_MODVISIMPMONOC	Moderate visual impairment, monocular	VII Diseases of the eye and adnexa (H7_)	150	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_MODVISIMPMONOC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_MODVISIMPMONOC.gz
H7_MYOPIA	Myopia	VII Diseases of the eye and adnexa (H7_)	5697	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_MYOPIA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_MYOPIA.gz
H7_NYSTAGMUS	Nystagmus and other irregular eye movements	VII Diseases of the eye and adnexa (H7_)	506	494080	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_NYSTAGMUS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_NYSTAGMUS.gz
H7_OCUMUSCLE	Disorders of ocular muscles, binocular movement, accommodation and refraction	VII Diseases of the eye and adnexa (H7_)	24666	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OCUMUSCLE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OCUMUSCLE.gz
H7_OCUPAIN	Ocular pain	VII Diseases of the eye and adnexa (H7_)	3374	494080	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OCUPAIN.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OCUPAIN.gz
H7_OPTATROPHY	Optic atrophy	VII Diseases of the eye and adnexa (H7_)	660	496274	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTATROPHY.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTATROPHY.gz
H7_OPTICDISCOTH	Other disorders of optic disc	VII Diseases of the eye and adnexa (H7_)	492	496274	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTICDISCOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTICDISCOTH.gz
H7_OPTIC_ATROPHY	Optic atrophy	VII Diseases of the eye and adnexa (H7_)	626	499560	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTIC_ATROPHY.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTIC_ATROPHY.gz
H7_OPTNERVE	Disorders of optic nerve and visual pathways	VII Diseases of the eye and adnexa (H7_)	3912	496274	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTNERVE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTNERVE.gz
H7_OPTNERVNAS	Disorders of optic nerve, not elsewhere classified	VII Diseases of the eye and adnexa (H7_)	739	496274	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTNERVNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTNERVNAS.gz
H7_OPTNEURITIS	Optic neuritis	VII Diseases of the eye and adnexa (H7_)	1629	496274	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTNEURITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTNEURITIS.gz
H7_OPTNEUROTH	Other disorders of optic [2nd] nerve and visual pathways	VII Diseases of the eye and adnexa (H7_)	2482	496274	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTNEUROTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OPTNEUROTH.gz
H7_ORBIT	Disorders of orbit	VII Diseases of the eye and adnexa (H7_)	1712	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_ORBIT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_ORBIT.gz
H7_ORBITINFLAMACU	Acute inflammation of orbit	VII Diseases of the eye and adnexa (H7_)	247	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_ORBITINFLAMACU.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_ORBITINFLAMACU.gz
H7_ORBITINFLAMCHRON	Chronic inflammatory disorders of orbit	VII Diseases of the eye and adnexa (H7_)	97	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_ORBITINFLAMCHRON.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_ORBITINFLAMCHRON.gz
H7_ORBITNAS	Other and unspecified disorders of orbit	VII Diseases of the eye and adnexa (H7_)	175	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_ORBITNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_ORBITNAS.gz
H7_OTHENDOPHTHALMITIS	Other endophthalmitis	VII Diseases of the eye and adnexa (H7_)	191	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OTHENDOPHTHALMITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OTHENDOPHTHALMITIS.gz
H7_OTHERCONJ	Other disorders of conjunctiva	VII Diseases of the eye and adnexa (H7_)	5852	452214	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OTHERCONJ.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OTHERCONJ.gz
H7_OTHIRISCILIARY	Other disorders of iris and ciliary body	VII Diseases of the eye and adnexa (H7_)	1010	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OTHIRISCILIARY.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OTHIRISCILIARY.gz
H7_OTHRETARTOCC	Other retinal artery occlusion	VII Diseases of the eye and adnexa (H7_)	834	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_OTHRETARTOCC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_OTHRETARTOCC.gz
H7_PAPILLOEDEMA	Papilloedema, unspecified	VII Diseases of the eye and adnexa (H7_)	849	496274	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PAPILLOEDEMA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PAPILLOEDEMA.gz
H7_PARASTRA3	Third [oculomotor] nerve palsy	VII Diseases of the eye and adnexa (H7_)	646	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRA3.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRA3.gz
H7_PARASTRA4	Fourth [trochlear] nerve palsy	VII Diseases of the eye and adnexa (H7_)	802	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRA4.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRA4.gz
H7_PARASTRA6	Sixth [abducent] nerve palsy	VII Diseases of the eye and adnexa (H7_)	1218	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRA6.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRA6.gz
H7_PARASTRAB	Paralytic strabismus	VII Diseases of the eye and adnexa (H7_)	2745	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRAB.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRAB.gz
H7_PARASTRANAS	Other or unspecified paralytic strabismus	VII Diseases of the eye and adnexa (H7_)	250	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRANAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PARASTRANAS.gz
H7_PERIPHRETINADEGEN	Peripheral retinal degeneration	VII Diseases of the eye and adnexa (H7_)	1164	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PERIPHRETINADEGEN.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PERIPHRETINADEGEN.gz
H7_POSTOPEYENAS	Other and unspecified postprocedural disorders of eye and adnexa	VII Diseases of the eye and adnexa (H7_)	71	500087	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_POSTOPEYENAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_POSTOPEYENAS.gz
H7_PRESBYOPIA	Presbyopia	VII Diseases of the eye and adnexa (H7_)	2552	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PRESBYOPIA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PRESBYOPIA.gz
H7_PROLIFRETINOPATHOTH	Other proliferative retinopathy	VII Diseases of the eye and adnexa (H7_)	169	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PROLIFRETINOPATHOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PROLIFRETINOPATHOTH.gz
H7_PTERYGIUM	Pterygium	VII Diseases of the eye and adnexa (H7_)	1017	452214	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PTERYGIUM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PTERYGIUM.gz
H7_PTOSIS	Ptosis of eyelid	VII Diseases of the eye and adnexa (H7_)	4432	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PTOSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PTOSIS.gz
H7_PURENDOPHTHALMITIS	Purulent endophthalmitis	VII Diseases of the eye and adnexa (H7_)	222	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_PURENDOPHTHALMITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_PURENDOPHTHALMITIS.gz
H7_REFRAACCOMMODIS	Disorders of refraction and accommodation	VII Diseases of the eye and adnexa (H7_)	12909	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_REFRAACCOMMODIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_REFRAACCOMMODIS.gz
H7_RETARTOCCTRANS	Transient retinal artery occlusion	VII Diseases of the eye and adnexa (H7_)	78	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETARTOCCTRANS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETARTOCCTRANS.gz
H7_RETINAHAEMORR	Retinal haemorrhage	VII Diseases of the eye and adnexa (H7_)	908	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINAHAEMORR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINAHAEMORR.gz
H7_RETINALBREAK	Retinal breaks without detachment	VII Diseases of the eye and adnexa (H7_)	6729	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALBREAK.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALBREAK.gz
H7_RETINALDETACH	Retinal detachments and breaks	VII Diseases of the eye and adnexa (H7_)	16740	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDETACH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDETACH.gz
H7_RETINALDETACHBREAK	Retinal detachment with retinal break	VII Diseases of the eye and adnexa (H7_)	5399	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDETACHBREAK.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDETACHBREAK.gz
H7_RETINALDETACHOTH	Other, unspecified and serous retinal detachments	VII Diseases of the eye and adnexa (H7_)	1179	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDETACHOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDETACHOTH.gz
H7_RETINALDETACHTRACTION	Traction detachment of retina	VII Diseases of the eye and adnexa (H7_)	305	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDETACHTRACTION.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDETACHTRACTION.gz
H7_RETINALDISOTH	Other retinal disorders	VII Diseases of the eye and adnexa (H7_)	35130	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDISOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINALDISOTH.gz
H7_RETINANAS	Other specified and unspecified retinal disorders	VII Diseases of the eye and adnexa (H7_)	1304	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINANAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINANAS.gz
