phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
O15_ICP_WIDE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	XV Pregnancy, childbirth and the puerperium (O15_)	3563	278346	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ICP_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ICP_WIDE.gz
O15_ICP_WIDE_EXMORE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8 (more control exclusions)	XV Pregnancy, childbirth and the puerperium (O15_)	3563	178636	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ICP_WIDE_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ICP_WIDE_EXMORE.gz
O15_LABOUR_ABNORM_FORCES	Abnormalities of forces of labour	XV Pregnancy, childbirth and the puerperium (O15_)	4424	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_ABNORM_FORCES.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_ABNORM_FORCES.gz
O15_LABOUR_ANEST_COMPLIC	Complications of anaesthesia during labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	143	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_ANEST_COMPLIC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_ANEST_COMPLIC.gz
O15_LABOUR_FETAL_STRESS	Labour and delivery complicated by fetal stress [distress]	XV Pregnancy, childbirth and the puerperium (O15_)	12701	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_FETAL_STRESS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_FETAL_STRESS.gz
O15_LABOUR_INTRAPART_HAEMORRH	Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	1899	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_INTRAPART_HAEMORRH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_INTRAPART_HAEMORRH.gz
O15_LABOUR_LONG	Long labour	XV Pregnancy, childbirth and the puerperium (O15_)	11587	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_LONG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_LONG.gz
O15_LABOUR_MALPOS	Obstructed labour due to malposition and malpresentation of fetus	XV Pregnancy, childbirth and the puerperium (O15_)	10733	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_MALPOS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_MALPOS.gz
O15_LABOUR_OBSTR_OTHER	Other obstructed labour	XV Pregnancy, childbirth and the puerperium (O15_)	3108	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_OBSTR_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_OBSTR_OTHER.gz
O15_LABOUR_OTHER	Other complications of labour and delivery, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	5370	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_OTHER.gz
O15_LABOUR_PELVIC_ABNORM	Obstructed labour due to maternal pelvic abnormality	XV Pregnancy, childbirth and the puerperium (O15_)	6327	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_PELVIC_ABNORM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_PELVIC_ABNORM.gz
O15_LABOUR_UMBILICAL	Labour and delivery complicated by umbilical cord complications	XV Pregnancy, childbirth and the puerperium (O15_)	2006	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_UMBILICAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_LABOUR_UMBILICAL.gz
O15_MATERN_CARE	Maternal care related to the fetus and amniotic cavity and possible delivery problems	XV Pregnancy, childbirth and the puerperium (O15_)	62692	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE.gz
O15_MATERN_CARE_CERVICAL_INCOMPETENCE	Maternal care for cervical incompetence	XV Pregnancy, childbirth and the puerperium (O15_)	1462	268134	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_CERVICAL_INCOMPETENCE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_CERVICAL_INCOMPETENCE.gz
O15_MATERN_CARE_DISPROP	Maternal care for known or suspected disproportion	XV Pregnancy, childbirth and the puerperium (O15_)	1741	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_DISPROP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_DISPROP.gz
O15_MATERN_CARE_FETAL_ABNORM	Maternal care for known or suspected fetal abnormality and damage	XV Pregnancy, childbirth and the puerperium (O15_)	7373	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_FETAL_ABNORM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_FETAL_ABNORM.gz
O15_MATERN_CARE_OTHER	Maternal care for other known or suspected fetal problems	XV Pregnancy, childbirth and the puerperium (O15_)	15279	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_OTHER.gz
O15_MATERN_CARE_PELVIC_ABNORM	Maternal care for known or suspected abnormality of pelvic organs	XV Pregnancy, childbirth and the puerperium (O15_)	13775	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_PELVIC_ABNORM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_CARE_PELVIC_ABNORM.gz
O15_MATERN_HYPERT_UNS	Unspecified maternal hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	451	258775	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_HYPERT_UNS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_HYPERT_UNS.gz
O15_MATERN_INFECT_ELSEWHERE	Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	751	261777	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_INFECT_ELSEWHERE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MATERN_INFECT_ELSEWHERE.gz
O15_MAT_CARE_MALPRESENT	Maternal care for known or suspected malpresentation of fetus	XV Pregnancy, childbirth and the puerperium (O15_)	9115	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MAT_CARE_MALPRESENT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MAT_CARE_MALPRESENT.gz
O15_MEMBR_PREMAT_RUPT	Premature rupture of membranes	XV Pregnancy, childbirth and the puerperium (O15_)	10860	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MEMBR_PREMAT_RUPT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MEMBR_PREMAT_RUPT.gz
O15_MULTIP_GEST	Multiple gestation	XV Pregnancy, childbirth and the puerperium (O15_)	4004	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MULTIP_GEST.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MULTIP_GEST.gz
O15_MULTIP_GEST_COMPLIC	Complications specific to multiple gestation	XV Pregnancy, childbirth and the puerperium (O15_)	148	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_MULTIP_GEST_COMPLIC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_MULTIP_GEST_COMPLIC.gz
O15_OBSTET_TRAUMA_OTHER	Other obstetric trauma	XV Pregnancy, childbirth and the puerperium (O15_)	2201	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_OBSTET_TRAUMA_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_OBSTET_TRAUMA_OTHER.gz
O15_OTHER_MATERN_DIS_ELSEWHERE	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	19598	261777	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_OTHER_MATERN_DIS_ELSEWHERE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_OTHER_MATERN_DIS_ELSEWHERE.gz
O15_PLAC_DISORD	Placental disorders	XV Pregnancy, childbirth and the puerperium (O15_)	359	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PLAC_DISORD.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PLAC_DISORD.gz
O15_PLAC_PRAEVIA	Placenta praevia	XV Pregnancy, childbirth and the puerperium (O15_)	1889	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PLAC_PRAEVIA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PLAC_PRAEVIA.gz
O15_PLAC_PREMAT_SEPAR	Premature separation of placenta [abruptio placentae]	XV Pregnancy, childbirth and the puerperium (O15_)	892	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PLAC_PREMAT_SEPAR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PLAC_PREMAT_SEPAR.gz
O15_POLYHYDR	Polyhydramnios	XV Pregnancy, childbirth and the puerperium (O15_)	1915	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_POLYHYDR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_POLYHYDR.gz
O15_POOR_FETGRO	Poor fetal growth	XV Pregnancy, childbirth and the puerperium (O15_)	5521	276388	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_POOR_FETGRO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_POOR_FETGRO.gz
O15_POSTPART_HAEMORRH_ANATOMY	Postpartum haemorrhage due to anatomy	XV Pregnancy, childbirth and the puerperium (O15_)	4654	204584	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_POSTPART_HAEMORRH_ANATOMY.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_POSTPART_HAEMORRH_ANATOMY.gz
O15_POSTPART_HAEMORRH_PLACENTA	Postpartum haemorrhage due to retained placenta	XV Pregnancy, childbirth and the puerperium (O15_)	5594	203644	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_POSTPART_HAEMORRH_PLACENTA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_POSTPART_HAEMORRH_PLACENTA.gz
O15_POSTPART_HEAMORRH_ALLW	Postpartum haemorrhage	XV Pregnancy, childbirth and the puerperium (O15_)	12264	269645	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_POSTPART_HEAMORRH_ALLW.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_POSTPART_HEAMORRH_ALLW.gz
O15_PREECLAMPS	Pre-eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)	9151	258775	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREECLAMPS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREECLAMPS.gz
O15_PREECLAMPS_CHRONIC_HYPERT	Pre-eclampsia superimposed on chronic hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	208	258775	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREECLAMPS_CHRONIC_HYPERT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREECLAMPS_CHRONIC_HYPERT.gz
O15_PREEC_OR_FETGRO	Pre-eclampsia or poor fetal growth	XV Pregnancy, childbirth and the puerperium (O15_)	14616	267293	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREEC_OR_FETGRO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREEC_OR_FETGRO.gz
O15_PREG_ABORT	Pregnancy with abortive outcome	XV Pregnancy, childbirth and the puerperium (O15_)	83653	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_ABORT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_ABORT.gz
O15_PREG_ANESTH_COMPL	Complications of anaesthesia during pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	80	236423	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_ANESTH_COMPL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_ANESTH_COMPL.gz
O15_PREG_ECTOP	Ectopic pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	7690	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_ECTOP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_ECTOP.gz
O15_PREG_GU_INFECT	Infections of genitourinary tract in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	4105	236423	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_GU_INFECT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_GU_INFECT.gz
O15_PREG_HYDAT	Hydatidiform mole	XV Pregnancy, childbirth and the puerperium (O15_)	530	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_HYDAT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_HYDAT.gz
O15_PREG_MATERN_CARE	Maternal care for other conditions predominantly related to pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	9973	236423	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_MATERN_CARE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_MATERN_CARE.gz
O15_PREG_OTHER_MAT_DISORD	Other maternal disorders predominantly related to pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	45486	236423	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_OTHER_MAT_DISORD.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_OTHER_MAT_DISORD.gz
O15_PREG_PROLONGED	Prolonged pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	7471	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_PROLONGED.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_PROLONGED.gz
O15_PREG_VENOUS_HAEMORRH	Venous complications and haemorrhoids in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	706	236423	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_VENOUS_HAEMORRH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PREG_VENOUS_HAEMORRH.gz
O15_PRETERM	Preterm labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	11543	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PRETERM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PRETERM.gz
O15_PRE_OR_ECLAMPSIA	Pre-eclampsia or eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)	9847	258643	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PRE_OR_ECLAMPSIA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PRE_OR_ECLAMPSIA.gz
O15_PUERP_ANEST_COMPL	Complications of anaesthesia during the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	127	269745	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PUERP_ANEST_COMPL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PUERP_ANEST_COMPL.gz
O15_PUERP_COMPL_NAS	Complications of the puerperium, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	1652	269745	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PUERP_COMPL_NAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PUERP_COMPL_NAS.gz
O15_PUERP_INFECT_OTHER	Other puerperal infections	XV Pregnancy, childbirth and the puerperium (O15_)	3338	269745	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PUERP_INFECT_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PUERP_INFECT_OTHER.gz
O15_PUERP_SEPSIS	Puerperal sepsis	XV Pregnancy, childbirth and the puerperium (O15_)	5281	269745	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_PUERP_SEPSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_PUERP_SEPSIS.gz
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	Retained placenta and membranes, without haemorrhage	XV Pregnancy, childbirth and the puerperium (O15_)	5085	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_RETAINED_PLAC_MEMB_NO_HEAMORRH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_RETAINED_PLAC_MEMB_NO_HEAMORRH.gz
O15_TWIN_GEST	Twin gestation	XV Pregnancy, childbirth and the puerperium (O15_)	3874	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_TWIN_GEST.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_TWIN_GEST.gz
O15_VENOUS_COMPLIC	Venous complications and haemorrhoids in the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	404	269745	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_VENOUS_COMPLIC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_VENOUS_COMPLIC.gz
OFFICIAL_TILASTOKESKUS_DEATH	Alcohol related diseases, tilastokeskus definition, death only	Alcohol related diseases	3503	496683	gs://finngen-public-data-r13/summary_stats/finngen_R13_OFFICIAL_TILASTOKESKUS_DEATH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_OFFICIAL_TILASTOKESKUS_DEATH.gz
OSTEON_DRUGS	Osteonecrosis due to drugs	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	469	499717	gs://finngen-public-data-r13/summary_stats/finngen_R13_OSTEON_DRUGS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_OSTEON_DRUGS.gz
OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)	Rheuma endpoints	2808	368412	gs://finngen-public-data-r13/summary_stats/finngen_R13_OSTEOPOROSIS_FRACTURE_FG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_OSTEOPOROSIS_FRACTURE_FG.gz
OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture	Rheuma endpoints	562	497378	gs://finngen-public-data-r13/summary_stats/finngen_R13_OSTPOPATFRACTURE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_OSTPOPATFRACTURE.gz
OSTPOPATFRCTURE_POSTEMENO	Postmenopausal osteoporosis with pathological fracture	Rheuma endpoints	2326	279267	gs://finngen-public-data-r13/summary_stats/finngen_R13_OSTPOPATFRCTURE_POSTEMENO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_OSTPOPATFRCTURE_POSTEMENO.gz
OTHER_DRUGADVERS_SECONDA_PARKINSONI	Other drug-induced secondary parkinsonism	VI Diseases of the nervous system (G6_)	333	499853	gs://finngen-public-data-r13/summary_stats/finngen_R13_OTHER_DRUGADVERS_SECONDA_PARKINSONI.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_OTHER_DRUGADVERS_SECONDA_PARKINSONI.gz
