source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
CD8T	pDC	CD99	CD99	0.171947244241872	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
NK	pDC	CD99	CD99	0.175439233674566	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	CD99	CD99	0.192333683696715	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	CD99	CD99	0.204145199856015	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	Tprolif	CD99	CD99	0.18065198546307	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	Tprolif	CD99	CD99	0.181060893632055	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
CD8T	Tprolif	CD99	CD99	0.18279013985495	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	Tprolif	CD99	CD99	0.143013387750882	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
NK	Tprolif	CD99	CD99	0.18645274904918	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
pDC	Tprolif	CD99	CD99	0.204145199856015	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Tprolif	Tprolif	CD99	CD99	0.216487652692784	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	CDH1	CDH1	0.00602588314515291	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
pDC	Plasma	CDH1	ITGAE_ITGB7	0.00419866412855185	0	CDH1_ITGAE_ITGB7	CDH1 - (ITGAE+ITGB7)	CDH1	Cell-Cell Contact	PMID: 9425167
pDC	Tprolif	CDH1	ITGAE_ITGB7	0.0102531987555556	0	CDH1_ITGAE_ITGB7	CDH1 - (ITGAE+ITGB7)	CDH1	Cell-Cell Contact	PMID: 9425167
pDC	CD4_Glyco_lo	CDH1	KLRG1	0.00210782435047302	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
pDC	CD8T	CDH1	KLRG1	0.0101645354745838	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
pDC	NK	CDH1	KLRG1	0.0117504176735457	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
pDC	Tprolif	CDH1	KLRG1	0.0277063589156814	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
B	NK	CLEC2D	KLRB1	0.0607798283732272	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
CD4_Glyco_hi	NK	CLEC2D	KLRB1	0.0702582872551323	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
CD4_Glyco_lo	NK	CLEC2D	KLRB1	0.0743521930564761	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
CD8T	NK	CLEC2D	KLRB1	0.0710455901185269	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
NK	NK	CLEC2D	KLRB1	0.0344517753559484	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
pDC	NK	CLEC2D	KLRB1	0.00880753010144664	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Plasma	NK	CLEC2D	KLRB1	0.00250623727742476	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Tprolif	NK	CLEC2D	KLRB1	0.0842992876225374	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
B	NK	CLEC2B	KLRB1	0.0142562135120288	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
CD4_Glyco_hi	NK	CLEC2B	KLRB1	0.0213063471227725	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
CD4_Glyco_lo	NK	CLEC2B	KLRB1	0.0225081739860291	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
CD8T	NK	CLEC2B	KLRB1	0.0231956961532948	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
MonoMacro	NK	CLEC2B	KLRB1	0.0189380443086403	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
NK	NK	CLEC2B	KLRB1	0.0231006709339006	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
pDC	NK	CLEC2B	KLRB1	0.017889991735207	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Tprolif	NK	CLEC2B	KLRB1	0.0560530811576032	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
B	NK	CD69	KLRB1	0.0835149972241524	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
CD4_Glyco_hi	NK	CD69	KLRB1	0.0738333928512694	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
CD4_Glyco_lo	NK	CD69	KLRB1	0.0784557434384749	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
CD8T	NK	CD69	KLRB1	0.0763693189145334	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
MonoMacro	NK	CD69	KLRB1	0.017520425892886	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
NK	NK	CD69	KLRB1	0.0767416545480693	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
pDC	NK	CD69	KLRB1	0.00278816480964793	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Tprolif	NK	CD69	KLRB1	0.0940097206477902	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
MonoMacro	MonoMacro	ICAM1	ITGAX_ITGB2	0.197909810318082	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
pDC	MonoMacro	ICAM1	ITGAX_ITGB2	0.203620110219858	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
Plasma	MonoMacro	ICAM1	ITGAX_ITGB2	0.0432698968718707	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
MonoMacro	NK	ICAM1	ITGAX_ITGB2	0.102487018458592	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
pDC	NK	ICAM1	ITGAX_ITGB2	0.105807272414732	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
Plasma	NK	ICAM1	ITGAX_ITGB2	0.0205014334493526	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
MonoMacro	B	ICAM1	ITGAL_ITGB2	0.0484088095962181	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	B	ICAM1	ITGAL_ITGB2	0.050074848354765	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	B	ICAM1	ITGAL_ITGB2	0.00923837253934286	0.02	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	ICAM1	ITGAL_ITGB2	0.160679022750269	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	ICAM1	ITGAL_ITGB2	0.165536800940119	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_hi	ICAM1	ITGAL_ITGB2	0.0339004367098949	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_lo	ICAM1	ITGAL_ITGB2	0.158342316164173	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_lo	ICAM1	ITGAL_ITGB2	0.163143180825766	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_lo	ICAM1	ITGAL_ITGB2	0.0333342089582116	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD8T	ICAM1	ITGAL_ITGB2	0.162707678429727	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	CD8T	ICAM1	ITGAL_ITGB2	0.167614540430287	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD8T	ICAM1	ITGAL_ITGB2	0.0343940391317917	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	ICAM1	ITGAL_ITGB2	0.133740334029404	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	ICAM1	ITGAL_ITGB2	0.137917507771094	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	ICAM1	ITGAL_ITGB2	0.027519929859514	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	NK	ICAM1	ITGAL_ITGB2	0.18204077408795	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	NK	ICAM1	ITGAL_ITGB2	0.187400180672941	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	NK	ICAM1	ITGAL_ITGB2	0.0391944716653957	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	ICAM1	ITGAL_ITGB2	0.0724324479777812	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	ICAM1	ITGAL_ITGB2	0.07486024189491	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	pDC	ICAM1	ITGAL_ITGB2	0.0141113250621088	0.02	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	Plasma	ICAM1	ITGAL_ITGB2	0.0266910019583445	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	Plasma	ICAM1	ITGAL_ITGB2	0.0276313035187312	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	Plasma	ICAM1	ITGAL_ITGB2	0.00500136931089813	0.02	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	Tprolif	ICAM1	ITGAL_ITGB2	0.178700252259289	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	Tprolif	ICAM1	ITGAL_ITGB2	0.183983432802888	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	Tprolif	ICAM1	ITGAL_ITGB2	0.0383523307871094	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	B	ICAM2	ITGAL_ITGB2	0.0139557631821974	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	B	ICAM2	ITGAL_ITGB2	0.0383416490783601	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	ICAM2	ITGAL_ITGB2	0.050568264624334	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_hi	ICAM2	ITGAL_ITGB2	0.130465037456481	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_lo	ICAM2	ITGAL_ITGB2	0.0497379724712511	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_lo	ICAM2	ITGAL_ITGB2	0.12850045248466	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD8T	ICAM2	ITGAL_ITGB2	0.0512916718027824	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD8T	ICAM2	ITGAL_ITGB2	0.132172297607494	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	ICAM2	ITGAL_ITGB2	0.0411843872509562	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	ICAM2	ITGAL_ITGB2	0.107940432898433	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	NK	ICAM2	ITGAL_ITGB2	0.0583081208540888	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	NK	ICAM2	ITGAL_ITGB2	0.148520733662714	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	ICAM2	ITGAL_ITGB2	0.0212635886668034	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	pDC	ICAM2	ITGAL_ITGB2	0.0576720862046331	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	Plasma	ICAM2	ITGAL_ITGB2	0.00757175333069543	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	Plasma	ICAM2	ITGAL_ITGB2	0.0210404430030574	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	Tprolif	ICAM2	ITGAL_ITGB2	0.0570796977302766	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	Tprolif	ICAM2	ITGAL_ITGB2	0.145685762268291	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	ICAM1	ITGAM_ITGB2	0.14886668967501	0	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	ICAM1	ITGAM_ITGB2	0.153432631417789	0	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	ICAM1	ITGAM_ITGB2	0.0310633042546708	0	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	NK	ICAM1	ITGAM_ITGB2	0.106775652919885	0	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
pDC	NK	ICAM1	ITGAM_ITGB2	0.110217782917238	0	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	NK	ICAM1	ITGAM_ITGB2	0.0214412881876317	0	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	ICAM2	ITGAM_ITGB2	0.0464031999431871	0	ICAM2_ITGAM_ITGB2	ICAM2 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	ICAM2	ITGAM_ITGB2	0.120554851220969	0	ICAM2_ITGAM_ITGB2	ICAM2 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	NK	ICAM2	ITGAM_ITGB2	0.0321874186445121	0	ICAM2_ITGAM_ITGB2	ICAM2 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	NK	ICAM2	ITGAM_ITGB2	0.0856631241622691	0	ICAM2_ITGAM_ITGB2	ICAM2 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	B	ICAM1	ITGAL	0.0263434171173432	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
pDC	B	ICAM1	ITGAL	0.0272718166605078	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Plasma	B	ICAM1	ITGAL	0.0049348066605544	0.02	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
MonoMacro	CD4_Glyco_hi	ICAM1	ITGAL	0.145491467201286	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
pDC	CD4_Glyco_hi	ICAM1	ITGAL	0.149972127309354	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Plasma	CD4_Glyco_hi	ICAM1	ITGAL	0.0302640414189108	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
MonoMacro	CD4_Glyco_lo	ICAM1	ITGAL	0.141760563052221	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
pDC	CD4_Glyco_lo	ICAM1	ITGAL	0.146145974744149	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Plasma	CD4_Glyco_lo	ICAM1	ITGAL	0.0293863508774783	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
MonoMacro	CD8T	ICAM1	ITGAL	0.144097930407579	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
pDC	CD8T	ICAM1	ITGAL	0.148543134500142	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Plasma	CD8T	ICAM1	ITGAL	0.0299355043545058	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
MonoMacro	MonoMacro	ICAM1	ITGAL	0.0779185511410865	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
pDC	MonoMacro	ICAM1	ITGAL	0.0805142671397206	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Plasma	MonoMacro	ICAM1	ITGAL	0.0152527676893724	0.02	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
MonoMacro	NK	ICAM1	ITGAL	0.152282108888538	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
pDC	NK	ICAM1	ITGAL	0.156933491127288	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Plasma	NK	ICAM1	ITGAL	0.0318772083466718	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
MonoMacro	pDC	ICAM1	ITGAL	0.0483068928364964	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
pDC	pDC	ICAM1	ITGAL	0.0499696082135966	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Plasma	pDC	ICAM1	ITGAL	0.00921812380859783	0.02	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
MonoMacro	Plasma	ICAM1	ITGAL	0.0234447351251476	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
pDC	Plasma	ICAM1	ITGAL	0.024273525559466	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Plasma	Plasma	ICAM1	ITGAL	0.00438120821040268	0.02	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
MonoMacro	Tprolif	ICAM1	ITGAL	0.154589830838119	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
pDC	Tprolif	ICAM1	ITGAL	0.15929845555176	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Plasma	Tprolif	ICAM1	ITGAL	0.0324300869299138	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
MonoMacro	CD4_Glyco_hi	ICAM1	SPN	0.0378033645659099	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
pDC	CD4_Glyco_hi	ICAM1	SPN	0.0391194109166446	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Plasma	CD4_Glyco_hi	ICAM1	SPN	0.00714994314870593	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
MonoMacro	CD4_Glyco_lo	ICAM1	SPN	0.0423506068578769	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
pDC	CD4_Glyco_lo	ICAM1	SPN	0.0438177470921251	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Plasma	CD4_Glyco_lo	ICAM1	SPN	0.00804079913320478	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
MonoMacro	CD8T	ICAM1	SPN	0.0428221711284231	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
pDC	CD8T	ICAM1	SPN	0.0443048918472944	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Plasma	CD8T	ICAM1	SPN	0.00813357628286534	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
MonoMacro	MonoMacro	ICAM1	SPN	0.034191236807283	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
pDC	MonoMacro	ICAM1	SPN	0.0353861589546455	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Plasma	MonoMacro	ICAM1	SPN	0.00644713777433633	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
MonoMacro	NK	ICAM1	SPN	0.0568749408928081	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
pDC	NK	ICAM1	SPN	0.0588143416894298	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Plasma	NK	ICAM1	SPN	0.0109327595005101	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
MonoMacro	pDC	ICAM1	SPN	0.111871834545475	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
pDC	pDC	ICAM1	SPN	0.115457014942511	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Plasma	pDC	ICAM1	SPN	0.022567537792003	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
MonoMacro	Tprolif	ICAM1	SPN	0.095151219568313	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
pDC	Tprolif	ICAM1	SPN	0.0982598356085568	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Plasma	Tprolif	ICAM1	SPN	0.0189103407666507	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
pDC	CD4_Glyco_hi	ICOSLG	ICOS	0.0120631031368854	0	ICOSL_ICOS	ICOSL - ICOS	ICOS	Cell-Cell Contact	PMID: 23954143
